request_id,session_id,agent_id,tier,backend_id,ttft_ms,e2e_ms,input_tokens,output_tokens,affinity_hit,status_code,timestamp_iso,profile
r1,s1,a1,small,small-0,131.36501375170772,244.273980413743,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,67.60109155562296,289.65546359002485,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,101.68379907308011,363.80061215282035,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,133.2853179922579,259.0462629352152,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,136.94722846696,269.88985878788253,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,118.27512307327432,305.3050111021734,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,122.28839714921843,360.93181557718833,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,132.76827581584888,337.4942550934604,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,132.99896195612598,343.9246018825059,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,107.460290695608,284.1314453091711,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,110.60063451727973,344.9663200238391,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,114.99768858005231,436.7877111240274,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,103.61414915627013,265.0562700048921,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,135.36947030939393,391.09249906717326,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,130.1138538167852,361.79086729838366,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,148.52689954884323,315.2986261991848,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,91.54082133722045,293.39617258406435,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,139.05791514633154,247.81607969608558,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,120.67062641574523,332.6618679671031,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,113.68815670372659,356.18159931840484,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,131.61559483053134,436.07042584503654,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,132.39935535546272,289.5298270678469,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,108.7640481533194,278.42094493789966,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,139.0454711963164,291.6583582593149,100,50,True,200,2024-01-01T00:00:00Z,saturation
