request_id,session_id,agent_id,tier,backend_id,ttft_ms,e2e_ms,input_tokens,output_tokens,affinity_hit,status_code,timestamp_iso,profile
r1,s1,a1,small,small-0,106.64636688135431,246.6331260751416,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,95.6608263170961,265.79423933504273,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,104.64595473813442,318.17793432995717,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,113.13273013597338,265.5253588721916,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,85.23356795310359,209.26688162561413,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,104.92684390422404,325.5540413602024,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,100.83313727806768,254.6838353114608,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,110.63552440801739,187.3227350995661,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,93.7544536571088,284.51812662967626,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,117.46808770758894,247.96851636724324,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,107.5319971737582,272.41067246642075,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,115.64653617407285,204.33888928759137,100,50,True,200,2024-01-01T00:00:00Z,saturation
