request_id,session_id,agent_id,tier,backend_id,ttft_ms,e2e_ms,input_tokens,output_tokens,affinity_hit,status_code,timestamp_iso,profile
r1,s0,a1,small,small-0,70,150,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s1,a1,small,small-0,71,151,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s2,a1,small,small-0,72,152,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s3,a1,small,small-0,73,153,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s4,a1,small,small-0,74,154,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s5,a1,small,small-0,75,155,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s6,a1,small,small-0,76,156,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s7,a1,small,small-0,77,157,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s8,a1,small,small-0,78,158,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s9,a1,small,small-0,79,159,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s10,a1,small,small-0,80,160,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s11,a1,small,small-0,81,161,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s12,a1,small,small-0,82,162,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s13,a1,small,small-0,83,163,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s14,a1,small,small-0,84,164,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s15,a1,small,small-0,85,165,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s16,a1,small,small-0,86,166,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s17,a1,small,small-0,87,167,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s18,a1,small,small-0,88,168,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s19,a1,small,small-0,89,169,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s20,a1,small,small-0,70,170,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s21,a1,small,small-0,71,171,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s22,a1,small,small-0,72,172,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s23,a1,small,small-0,73,173,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s24,a1,small,small-0,74,174,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s25,a1,small,small-0,75,175,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s26,a1,small,small-0,76,176,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s27,a1,small,small-0,77,177,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s28,a1,small,small-0,78,178,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s29,a1,small,small-0,79,179,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s30,a1,small,small-0,80,150,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s31,a1,small,small-0,81,151,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s32,a1,small,small-0,82,152,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s33,a1,small,small-0,83,153,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s34,a1,small,small-0,84,154,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s35,a1,small,small-0,85,155,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s36,a1,small,small-0,86,156,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s37,a1,small,small-0,87,157,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s38,a1,small,small-0,88,158,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s39,a1,small,small-0,89,159,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s40,a1,small,small-0,70,160,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s41,a1,small,small-0,71,161,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s42,a1,small,small-0,72,162,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s43,a1,small,small-0,73,163,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s44,a1,small,small-0,74,164,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s45,a1,small,small-0,75,165,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s46,a1,small,small-0,76,166,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s47,a1,small,small-0,77,167,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s48,a1,small,small-0,78,168,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
r1,s49,a1,small,small-0,79,169,200,100,True,200,2024-01-01T00:00:00Z,deep_sessions
