request_id,session_id,agent_id,tier,backend_id,ttft_ms,e2e_ms,input_tokens,output_tokens,affinity_hit,status_code,timestamp_iso,profile
r1,s1,a1,small,small-0,158.59478452598805,477.46513096448376,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,145.53074018697185,425.3171018191141,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,123.17427468792168,385.8760690480643,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,148.645271756163,460.7880494258336,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,183.86986544886594,439.07665934181443,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,165.22728558399606,448.3984684273616,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,181.69482226907206,484.66775993691033,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,165.47386630815083,389.4527848277344,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,178.0677062868919,459.0523563977876,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,184.5388309942844,438.5046703659393,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,199.06201848967692,422.05618298390885,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,191.86120828526086,445.7559486303616,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,149.67461981508995,383.57760636038023,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,156.97938896922327,511.1660513083592,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,176.32748993229455,474.44419321330014,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,112.48254853817605,475.54821022850194,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,171.11704821839683,412.50368577973364,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,147.45231267639207,439.88447740932094,100,50,True,200,2024-01-01T00:00:00Z,saturation
r1,s1,a1,small,small-0,194.49752526297465,387.24496502888377,100,50,True,200,2024-01-01T00:00:00Z,saturation
